valence,target,acousticness,danceability,energy,instrumentalness,loudness,tempo
0.383,1,0.0212,0.597,0.798,0.473,-5.307,99.999
0.551,1,0.459,0.673,0.764,0.000237,-5.482,182.13
0.17,1,0.198,0.507,0.739,0.865,-9.728,87.569
0.331,1,0.0198,0.517,0.491,1.31e-06,-13.742,104.996
0.592,1,0.00417,0.356,0.872,0.00975,-7.837,166.3
0.6,1,0.00529,0.563,0.924,0.883,-3.909,94.057
0.697,1,0.0039,0.567,0.876,0.0,-4.573,114.902
0.455,1,0.00501,0.633,0.884,1.93e-05,-4.158,111.98
0.091,1,0.929,0.445,0.461,0.167,-11.488,119.951
0.295,1,0.00145,0.575,0.625,0.0,-5.296,111.984
0.442,1,0.369,0.662,0.571,0.000197,-7.382,152.009
0.769,1,0.00096,0.573,0.946,0.00191,-5.065,151.817
0.367,1,0.0244,0.605,0.755,0.586,-5.169,122.3
0.337,1,0.00632,0.374,0.937,0.0207,-3.882,149.812
0.897,1,0.158,0.714,0.924,1.29e-05,-2.91,77.516
0.135,1,0.00441,0.207,0.878,0.421,-7.212,89.969
0.556,1,0.0729,0.589,0.938,0.942,-10.475,120.007
0.144,1,0.652,0.36,0.362,0.000128,-7.102,116.846
0.238,1,0.00091,0.516,0.66,0.0,-5.002,112.065
0.67,1,0.126,0.579,0.767,3.28e-05,-3.713,144.001
0.346,1,0.0184,0.845,0.59,0.00581,-8.225,126.024
0.452,1,0.0914,0.568,0.662,0.459,-10.651,173.937
0.698,1,0.154,0.716,0.724,0.000309,-8.06,137.131
0.717,1,0.386,0.791,0.729,0.0126,-9.856,108.274
0.639,1,0.00983,0.795,0.578,0.743,-8.507,127.014
0.722,1,0.00215,0.584,0.761,0.0217,-5.056,122.494
0.677,1,0.676,0.679,0.709,0.0,-5.851,84.543
0.957,1,0.0693,0.646,0.947,0.0,-2.762,164.111
0.646,1,0.0961,0.704,0.49,0.000114,-6.667,155.909
0.786,1,0.00254,0.812,0.554,0.698,-10.978,123.289
0.992,1,0.394,0.76,0.971,0.775,-4.582,125.439
0.531,1,2.15e-05,0.657,0.699,0.153,-4.718,123.017
0.861,1,0.185,0.731,0.812,0.154,-6.691,91.96
0.753,1,0.00649,0.805,0.596,0.00772,-6.007,81.004
0.54,1,0.00947,0.718,0.844,0.711,-8.045,94.988
0.891,1,0.0507,0.597,0.746,0.000198,-7.991,172.215
0.779,1,0.738,0.698,0.923,8.21e-06,-5.382,95.009
0.718,1,0.000419,0.823,0.811,0.0745,-6.158,104.63
0.769,1,0.00176,0.819,0.777,0.0931,-7.734,104.651
0.684,1,0.02,0.671,0.781,0.0,-5.363,134.02
0.885,1,0.00402,0.872,0.565,0.237,-10.236,125.992
0.584,1,0.00241,0.85,0.664,0.0672,-9.141,126.018
0.144,1,0.652,0.36,0.362,0.000128,-7.102,116.845
0.616,1,0.196,0.76,0.76,0.00185,-5.964,111.01
0.644,1,0.0305,0.874,0.492,0.0,-4.898,64.992
0.12,1,0.0229,0.527,0.871,0.155,-8.708,120.722
0.947,1,0.000963,0.767,0.712,0.00275,-7.28,125.025
0.709,1,0.233,0.328,0.827,0.00517,-2.545,103.127
0.484,1,0.0175,0.702,0.773,0.00165,-3.741,100.006
0.243,1,0.00314,0.654,0.734,0.000249,-6.216,126.995
0.404,1,0.0369,0.448,0.733,0.0425,-6.238,142.008
0.262,1,0.0152,0.542,0.854,0.0,-5.041,128.041
0.226,1,0.00206,0.469,0.821,0.00914,-5.055,173.964
0.82,1,0.429,0.857,0.889,5.21e-06,-4.382,103.072
0.327,1,0.000407,0.796,0.774,0.812,-4.833,124.989
0.294,1,0.0401,0.67,0.897,0.0021,-5.19,127.994
0.288,1,0.000299,0.697,0.68,0.00674,-6.847,98.002
0.0459,1,0.0193,0.352,0.807,6.04e-06,-7.781,90.772
0.0397,1,0.122,0.687,0.799,0.0011,-9.181,128.001
0.955,1,0.0998,0.666,0.811,0.0614,-5.079,124.954
0.627,1,0.0285,0.764,0.768,0.0235,-5.614,125.988
0.793,1,0.0132,0.677,0.86,0.0119,-5.074,121.989
0.491,1,0.275,0.735,0.801,0.0,-5.067,123.094
0.411,1,0.000483,0.286,0.694,0.00252,-7.481,169.904
0.36,1,0.00138,0.881,0.564,0.0,-5.239,100.032
0.681,1,0.0086,0.246,0.843,0.241,-10.022,80.047
0.707,1,0.000248,0.515,0.876,0.156,-5.448,105.128
0.968,1,0.0227,0.816,0.894,7.23e-05,-9.243,99.995
0.923,1,0.00569,0.715,0.518,0.772,-11.0,129.87
0.688,1,0.0365,0.829,0.637,0.0233,-9.481,120.761
0.463,1,0.289,0.444,0.978,0.778,-6.238,125.371
0.153,1,0.232,0.612,0.725,0.011,-5.775,195.972
0.343,1,0.0989,0.7,0.718,0.0609,-5.882,81.997
0.557,1,0.000869,0.754,0.877,0.0,-3.486,132.033
0.262,1,0.148,0.327,0.654,0.00442,-6.258,102.532
0.173,1,0.0173,0.646,0.778,0.0,-7.44,127.813
0.726,1,0.00991,0.486,0.526,0.158,-9.041,75.461
0.137,1,0.473,0.551,0.504,0.664,-11.166,115.998
0.207,1,0.0246,0.586,0.806,0.000167,-9.542,110.325
0.896,1,0.00909,0.694,0.716,0.000814,-7.468,121.427
0.161,1,0.122,0.817,0.528,0.0,-6.551,100.997
0.233,1,0.0764,0.611,0.677,0.0698,-6.745,166.04
0.794,1,0.419,0.727,0.657,0.0,-5.307,82.553
0.295,1,0.229,0.485,0.793,0.784,-8.693,131.951
0.524,1,0.0413,0.52,0.872,0.725,-8.104,111.958
0.244,1,0.000105,0.399,0.761,0.0456,-6.318,140.084
0.902,1,0.52,0.582,0.903,0.779,-4.505,119.457
0.648,1,0.0833,0.852,0.523,0.0,-6.716,130.154
0.847,1,0.0156,0.623,0.806,0.0769,-8.533,130.049
0.747,1,0.145,0.844,0.688,0.00351,-8.594,96.671
0.508,1,0.0275,0.684,0.603,0.000311,-8.127,81.0
0.228,1,0.000103,0.498,0.553,0.528,-6.193,111.015
0.0778,1,0.0329,0.162,0.254,0.122,-11.251,108.943
0.545,1,0.0842,0.671,0.784,0.0121,-5.514,122.995
0.677,1,0.597,0.792,0.387,0.000106,-8.192,136.996
0.376,1,0.0801,0.417,0.944,0.00141,-5.192,109.721
0.374,1,0.0726,0.739,0.526,0.0,-7.384,143.948
0.62,1,0.203,0.791,0.916,0.0,-2.009,103.709
0.964,1,0.00341,0.491,0.935,0.348,-4.22,157.993
0.162,1,0.0581,0.748,0.586,0.0,-2.554,140.067
0.604,1,7.79e-05,0.351,0.931,0.129,-5.746,126.394
0.579,1,0.001,0.48,0.964,0.000273,-3.681,98.496
0.68,1,3.41e-05,0.123,0.963,0.0329,-4.182,198.04
0.405,1,0.00814,0.401,0.972,0.878,-2.236,152.839
0.499,1,0.00023,0.228,0.886,0.848,-3.87,165.201
0.0451,1,0.0214,0.465,0.633,0.79,-9.493,130.074
0.0759,1,0.11,0.438,0.539,0.0,-9.578,166.649
0.351,1,0.0036,0.396,0.601,0.531,-9.347,129.996
0.52,1,0.000183,0.596,0.628,0.00767,-7.582,139.965
0.547,1,0.000964,0.276,0.766,0.858,-6.012,158.188
0.506,1,0.104,0.241,0.588,0.00042,-6.914,171.882
0.269,1,0.000341,0.821,0.902,0.909,-7.203,112.98
0.0745,1,0.854,0.354,0.228,0.8,-10.304,82.758
0.915,1,0.0372,0.638,0.897,0.00748,-5.78,133.948
0.711,1,0.0101,0.651,0.642,0.000186,-4.276,88.237
0.223,1,0.0543,0.625,0.576,4.07e-05,-5.693,179.063
0.752,1,0.169,0.759,0.772,0.0687,-8.052,89.245
0.494,1,0.0175,0.726,0.664,0.0,-6.275,75.571
0.322,1,0.8,0.611,0.9,0.872,-10.026,129.729
0.619,1,0.0845,0.865,0.549,0.158,-10.083,142.8
0.314,1,0.00135,0.794,0.481,0.883,-11.97,114.003
0.726,1,0.0193,0.614,0.677,0.518,-8.317,126.477
0.431,1,0.0113,0.535,0.857,0.00751,-5.2,91.053
0.813,1,0.453,0.815,0.672,0.0,-5.675,151.362
0.685,1,0.00104,0.595,0.794,0.00733,-5.186,131.619
0.962,1,4.06e-05,0.683,0.698,0.000113,-6.255,125.999
0.606,1,0.0829,0.722,0.619,0.0,-8.324,140.031
0.886,1,0.0985,0.647,0.841,0.0,-2.507,139.963
0.48,1,0.000455,0.428,0.972,0.000854,-4.329,133.064
0.184,1,9.19e-06,0.325,0.918,0.000288,-4.823,95.537
0.891,1,0.074,0.912,0.781,0.762,-7.018,119.978
0.218,1,0.0324,0.771,0.416,0.0,-8.188,131.952
0.315,1,0.00069,0.759,0.764,0.719,-7.416,117.996
0.675,1,0.135,0.691,0.737,0.0291,-5.758,108.049
0.739,1,0.139,0.701,0.822,0.0526,-6.13,129.03
0.144,1,0.263,0.736,0.58,0.663,-9.643,140.04
0.582,1,0.131,0.564,0.912,8.05e-06,-4.718,92.054
0.568,1,0.164,0.824,0.513,0.0,-9.591,99.938
0.822,1,0.0451,0.406,0.74,0.722,-7.232,92.333
0.781,1,0.116,0.762,0.883,0.0,-4.397,140.974
0.62,1,0.078,0.54,0.77,0.0,-7.748,99.882
0.306,1,0.109,0.834,0.481,0.822,-9.511,121.999
0.824,1,0.00855,0.714,0.905,2.55e-05,-2.663,125.927
0.664,1,0.0015,0.36,0.774,0.807,-8.758,80.205
0.405,1,0.018,0.609,0.798,8.68e-06,-4.448,130.034
0.18,1,0.0047,0.777,0.688,0.69,-8.692,126.019
0.196,1,0.135,0.749,0.647,0.0,-6.878,146.024
0.331,1,0.0202,0.67,0.544,0.00792,-9.643,140.037
0.245,1,0.00627,0.684,0.637,0.0,-6.378,140.063
0.761,1,0.151,0.633,0.85,0.0,-5.915,97.933
0.14,1,0.049,0.594,0.77,0.9,-7.082,125.987
0.293,1,0.0119,0.473,0.794,0.00218,-5.151,139.313
0.865,1,0.00207,0.931,0.606,0.461,-8.366,94.018
0.56,1,0.432,0.744,0.685,0.0,-8.332,87.675
0.611,1,0.0452,0.752,0.783,0.0,-7.507,159.912
0.321,1,0.00469,0.821,0.469,0.0,-7.152,132.002
0.256,1,0.00271,0.908,0.513,0.0,-5.318,130.047
0.471,1,0.0401,0.636,0.702,0.0,-5.437,125.998
0.557,1,0.239,0.839,0.583,0.0,-5.941,87.99
0.498,1,0.0425,0.79,0.531,0.0,-6.968,86.306
0.606,1,0.0596,0.787,0.81,0.125,-7.822,77.505
0.496,1,0.000451,0.603,0.978,0.493,-1.367,150.072
0.592,1,0.00402,0.937,0.67,0.0,-6.149,136.029
0.618,1,0.0912,0.748,0.703,0.0036,-11.869,110.615
0.59,1,0.00741,0.727,0.235,0.0159,-20.263,127.16
0.669,1,0.000117,0.857,0.948,0.816,-6.901,140.002
0.711,1,0.0295,0.793,0.978,0.0331,-9.229,124.922
0.816,1,0.0492,0.738,0.808,0.734,-9.772,120.248
0.883,1,0.00905,0.864,0.86,0.0,-1.92,140.029
0.645,1,0.0234,0.688,0.457,0.0,-9.86,109.278
0.43,1,0.423,0.786,0.525,0.461,-8.271,128.014
0.543,1,0.00201,0.734,0.686,0.11,-9.781,128.021
0.564,1,0.0196,0.765,0.891,0.0145,-6.43,126.99
0.72,1,0.00263,0.725,0.798,2.14e-06,-6.75,124.045
0.361,1,0.014,0.962,0.592,0.642,-11.716,130.684
0.832,1,0.00167,0.845,0.455,5.97e-05,-5.209,119.987
0.298,1,0.000321,0.5,0.95,0.0293,-4.333,120.038
0.851,1,0.0537,0.648,0.547,0.0439,-6.547,141.378
0.721,1,0.00576,0.77,0.69,0.0107,-4.903,118.989
0.397,1,3.13e-05,0.61,0.907,0.698,-5.857,112.007
0.396,1,0.00318,0.663,0.877,0.00217,-3.37,135.989
0.356,1,0.000548,0.831,0.373,0.000362,-6.896,96.115
0.493,1,0.0482,0.653,0.817,0.0,-5.077,135.345
0.555,1,8.34e-05,0.72,0.748,0.0,-7.607,182.064
0.88,1,0.769,0.808,0.593,2.07e-06,-9.395,89.876
0.64,1,0.0302,0.798,0.481,0.0,-10.488,127.136
0.747,1,0.00706,0.586,0.915,0.236,-6.264,117.99
0.425,1,0.15,0.695,0.615,0.000212,-5.325,124.015
0.13,1,0.00749,0.587,0.784,0.0126,-4.878,139.99
0.819,1,0.0765,0.675,0.862,0.000609,-5.309,124.982
0.302,1,0.116,0.671,0.73,0.000356,-6.773,112.011
0.393,1,0.00221,0.632,0.793,0.0,-4.171,189.992
0.223,1,0.0106,0.774,0.92,0.433,-4.213,128.97
0.695,1,0.0415,0.941,0.685,0.0,-5.24,97.524
0.865,1,0.0426,0.794,0.811,1.07e-06,-8.966,116.047
0.76,1,0.0436,0.805,0.634,0.0,-7.759,143.944
0.195,1,0.00584,0.394,0.669,0.0,-4.461,169.929
0.345,1,0.0347,0.635,0.459,0.000184,-7.59,114.865
0.163,1,0.00116,0.669,0.765,0.0,-7.885,131.946
0.562,1,0.0637,0.742,0.912,0.0,-1.188,137.975
0.862,1,0.244,0.624,0.752,0.0,-5.43,134.021
0.304,1,0.45,0.622,0.628,0.0,-9.964,144.812
0.357,1,0.121,0.719,0.66,0.0,-8.22,119.996
0.52,1,0.000478,0.525,0.8,0.429,-11.484,80.032
0.791,1,0.14,0.525,0.538,0.117,-9.366,175.953
0.166,1,0.000373,0.472,0.855,0.93,-6.937,154.908
0.566,1,0.00417,0.9,0.929,2.04e-05,-0.718,129.991
0.407,1,0.000839,0.802,0.586,0.0212,-6.245,128.011
0.156,1,0.000423,0.723,0.669,0.936,-5.026,126.013
0.958,1,0.284,0.797,0.508,0.00859,-8.154,118.032
0.457,1,0.00255,0.869,0.426,0.534,-8.187,127.059
0.0681,1,0.0302,0.756,0.595,1.98e-06,-6.924,130.031
0.91,1,0.0267,0.821,0.793,1.37e-05,-9.003,116.009
0.436,1,0.000891,0.806,0.772,0.864,-14.369,125.325
0.794,1,0.152,0.702,0.504,5.11e-06,-16.794,121.374
0.229,1,0.0956,0.646,0.929,1.12e-06,-1.501,128.995
0.516,1,0.000736,0.491,0.883,3.19e-05,-4.986,131.75
0.511,1,0.028,0.291,0.901,0.627,-2.327,150.052
0.667,1,0.274,0.683,0.776,0.0748,-7.029,126.18
0.378,1,0.00845,0.799,0.605,0.0143,-10.011,194.055
0.658,1,0.00968,0.836,0.817,0.0,-5.672,112.007
0.614,1,0.0613,0.931,0.415,0.0,-8.491,97.995
0.78,1,0.00579,0.683,0.989,0.00108,-2.092,91.558
0.529,1,0.0472,0.379,0.782,0.748,-8.163,101.698
0.372,1,0.000289,0.771,0.949,0.602,-4.712,111.959
0.424,1,0.000183,0.695,0.792,0.439,-4.595,112.008
0.394,1,0.000258,0.375,0.804,0.694,-5.673,154.066
0.0951,1,0.00533,0.421,0.8,0.332,-5.85,189.935
0.823,1,0.0216,0.886,0.474,0.0,-8.045,150.068
0.667,1,0.0597,0.65,0.985,0.325,-3.406,153.009
0.294,1,0.0155,0.76,0.944,0.85,-3.793,123.985
0.846,1,0.0645,0.824,0.883,0.0707,-2.715,127.989
0.222,1,0.0553,0.482,0.72,2.07e-06,-6.812,90.999
0.502,1,0.00778,0.786,0.604,0.0,-8.372,140.054
0.566,1,0.00842,0.853,0.578,0.0,-4.897,98.027
0.821,1,0.315,0.794,0.82,0.0,-5.214,140.042
0.432,1,0.114,0.725,0.661,0.0,-3.903,127.82
0.492,1,0.025,0.854,0.46,0.0,-9.71,97.512
0.766,1,0.436,0.862,0.364,0.0,-9.727,97.51
0.675,1,0.461,0.432,0.703,0.0,-3.845,187.302
0.338,1,0.0235,0.847,0.713,0.0,-3.89,132.063
0.464,1,0.444,0.654,0.794,0.0,-4.307,96.973
0.372,1,0.000134,0.701,0.914,0.000137,-4.463,123.966
0.635,1,0.00264,0.844,0.728,0.865,-6.805,124.297
0.67,1,0.155,0.582,0.884,0.0,-5.635,150.195
0.672,1,0.0352,0.697,0.682,0.0,-9.022,155.742
0.346,1,0.003,0.766,0.453,3.49e-05,-6.651,100.002
0.653,1,0.426,0.872,0.541,0.000789,-5.911,95.971
0.524,1,0.0152,0.621,0.813,0.0,-3.59,141.91
0.508,1,0.311,0.675,0.617,0.0,-7.74,140.124
0.544,1,0.104,0.689,0.879,0.0376,-4.03,170.036
0.231,1,0.011,0.63,0.664,0.082,-7.245,179.955
0.551,1,0.00246,0.514,0.75,0.0285,-7.847,86.018
0.108,1,0.0557,0.599,0.677,0.00018,-6.328,126.012
0.664,1,0.0281,0.64,0.888,8.01e-05,-5.251,87.93
0.609,1,0.475,0.599,0.533,0.00153,-14.032,122.262
0.824,1,0.356,0.667,0.901,0.00393,-3.719,140.026
0.687,1,0.109,0.742,0.77,0.0239,-6.339,96.988
0.444,1,0.0938,0.874,0.704,0.0,-6.27,119.954
0.574,1,0.152,0.726,0.834,0.683,-5.564,130.04
0.308,1,0.0247,0.834,0.732,0.0,-5.121,130.011
0.831,1,0.00469,0.712,0.865,0.0412,-6.411,113.015
0.668,1,0.422,0.422,0.641,0.0,-4.947,187.027
0.418,1,0.268,0.651,0.773,0.0,-6.855,129.882
0.668,1,0.00142,0.728,0.77,0.229,-4.945,108.991
0.363,1,0.0296,0.907,0.643,0.0265,-8.657,124.909
0.525,1,0.00255,0.855,0.898,2.95e-05,-3.863,135.965
0.323,1,0.000901,0.769,0.792,0.0,-4.086,136.021
0.227,1,0.00525,0.7,0.675,0.0,-6.362,124.882
0.424,1,0.0215,0.825,0.489,0.0,-9.32,96.99
0.517,1,0.015,0.607,0.913,0.118,-6.822,124.677
0.657,1,0.0193,0.751,0.882,0.0,-5.605,140.103
0.261,1,0.32,0.723,0.848,0.0,-7.11,116.021
0.728,1,0.00152,0.626,0.888,0.0551,-4.981,126.976
0.398,1,0.00723,0.743,0.633,0.0,-8.224,85.041
0.564,1,0.224,0.752,0.767,0.931,-8.022,117.973
0.661,1,0.000768,0.66,0.763,0.0389,-6.832,137.932
0.395,1,0.00144,0.211,0.963,0.000732,-4.061,128.113
0.428,1,0.0252,0.528,0.514,0.0894,-11.909,122.872
0.274,1,4.91e-05,0.442,0.797,0.293,-7.352,135.018
0.758,1,0.0468,0.876,0.716,0.000482,-6.884,131.942
0.46,1,0.00174,0.67,0.848,0.00168,-5.103,124.029
0.308,1,0.268,0.237,0.89,0.843,-7.445,169.792
0.663,1,0.0438,0.59,0.721,0.0155,-8.32,111.524
0.614,1,0.000334,0.907,0.616,0.425,-7.073,124.036
0.404,1,0.0175,0.764,0.547,0.000161,-8.6,89.993
0.338,1,0.0426,0.667,0.465,0.00649,-8.096,123.883
0.287,1,0.00349,0.772,0.407,2.4e-05,-7.442,100.006
0.166,1,0.717,0.345,0.313,0.000822,-10.098,207.969
0.529,1,0.0151,0.502,0.732,0.000119,-5.45,122.025
0.107,1,0.03,0.35,0.844,0.0,-4.161,114.64
0.821,1,0.344,0.69,0.737,0.0,-4.123,115.02
0.915,1,0.278,0.716,0.568,1.98e-06,-8.904,136.894
0.62,1,0.591,0.624,0.724,7.79e-06,-7.113,78.008
0.574,1,0.189,0.74,0.798,0.00128,-6.55,119.964
0.778,1,0.0543,0.81,0.949,0.957,-8.732,121.971
0.226,1,0.886,0.574,0.324,0.0817,-10.993,91.007
0.31,1,0.076,0.741,0.894,4.89e-05,-5.648,111.969
0.895,1,0.00963,0.667,0.848,0.000213,-6.164,119.975
0.0957,1,0.000195,0.122,0.913,0.713,-5.815,185.906
0.458,1,0.0715,0.869,0.712,0.0,-6.136,120.0
0.291,1,0.0246,0.841,0.733,0.0,-5.077,130.009
0.373,1,0.0116,0.816,0.543,0.0,-6.923,95.04
0.0733,1,0.649,0.288,0.394,0.712,-14.352,151.632
0.039,1,0.0392,0.57,0.742,0.177,-12.475,127.193
0.674,1,0.00626,0.807,0.634,0.0288,-9.035,94.242
0.0933,1,0.0086,0.656,0.787,0.0923,-5.01,94.495
0.338,1,0.0152,0.333,0.789,0.0,-5.784,82.66
0.488,1,0.064,0.652,0.744,2.87e-05,-4.098,123.006
0.66,1,0.000986,0.771,0.857,0.0161,-6.114,108.03
0.0968,1,0.949,0.619,0.324,5.42e-05,-10.146,111.927
0.501,1,0.000483,0.701,0.829,0.00223,-5.749,132.349
0.771,1,0.503,0.683,0.478,5.26e-05,-12.501,115.121
0.559,1,0.364,0.507,0.63,0.0127,-8.746,130.141
0.464,1,0.514,0.529,0.645,0.00821,-8.158,112.575
0.297,1,0.351,0.561,0.329,0.0311,-12.68,105.029
0.341,1,0.000294,0.827,0.462,0.543,-10.673,123.994
0.296,1,0.134,0.359,0.662,0.0,-2.843,152.096
0.398,1,0.00969,0.589,0.621,0.00104,-6.902,140.03
0.199,1,7.59e-05,0.597,0.839,0.825,-6.964,108.993
0.912,1,0.00778,0.677,0.64,0.477,-6.408,110.639
0.508,1,0.0261,0.556,0.722,0.0163,-9.541,130.028
0.261,1,0.0416,0.348,0.856,0.0,-3.216,188.046
0.814,1,0.00207,0.468,0.971,0.00329,-3.382,92.003
0.456,1,0.162,0.529,0.95,0.00199,-3.446,119.964
0.669,1,0.0233,0.824,0.572,8.19e-06,-4.868,153.977
0.176,1,0.37,0.645,0.836,0.0,-7.23,123.966
0.593,1,0.00392,0.683,0.692,0.000441,-7.189,103.848
0.963,1,0.14,0.85,0.534,0.000893,-5.278,98.004
0.314,1,0.0796,0.868,0.627,0.0,-4.843,131.097
0.583,1,0.00135,0.702,0.74,0.896,-5.949,145.05
0.444,1,0.858,0.741,0.449,0.000522,-6.621,95.108
0.696,1,0.464,0.655,0.704,0.877,-10.341,99.96
0.355,1,0.00539,0.749,0.857,0.0,-5.24,111.906
0.391,1,0.00011,0.742,0.965,0.607,-8.291,123.04
0.533,1,0.000595,0.805,0.79,0.889,-7.93,122.994
0.618,1,0.421,0.876,0.675,1.16e-06,-3.28,135.959
0.721,1,0.00767,0.541,0.982,0.000765,-4.908,104.03
0.709,1,0.112,0.857,0.981,0.000157,-4.223,148.009
0.591,1,0.000518,0.771,0.963,0.901,-7.294,124.0
0.948,1,0.0235,0.761,0.478,0.00972,-7.437,118.925
0.713,1,0.00204,0.805,0.879,0.595,-5.747,123.013
0.324,1,0.00118,0.682,0.953,0.622,-3.873,124.996
0.817,1,0.000725,0.801,0.718,0.91,-6.246,123.999
0.615,1,0.00188,0.661,0.837,0.0,-3.78,102.831
0.696,1,0.0454,0.895,0.783,0.0,-4.983,147.65
0.246,1,0.548,0.706,0.707,0.000313,-5.212,144.877
0.58,1,0.15,0.516,0.718,0.0163,-8.571,129.857
0.49,1,0.106,0.653,0.781,0.568,-7.433,101.029
0.497,1,0.763,0.707,0.709,0.0,-3.979,89.094
0.189,1,0.0505,0.794,0.51,1.81e-06,-7.314,167.879
0.282,1,0.394,0.484,0.265,0.0,-11.101,113.564
0.076,1,0.000599,0.487,0.68,0.0339,-8.497,94.46
0.372,1,0.0126,0.6,0.811,0.05,-10.199,100.894
0.182,1,0.713,0.628,0.575,0.00233,-11.591,108.166
0.36,1,0.0323,0.227,0.635,0.125,-9.169,170.179
0.176,1,0.768,0.275,0.216,0.897,-13.818,116.388
0.302,1,0.00416,0.644,0.848,0.0168,-4.952,99.989
0.695,1,0.00692,0.564,0.846,0.00175,-5.897,122.035
0.0576,1,0.712,0.277,0.29,0.0459,-8.541,71.302
0.416,1,0.296,0.609,0.909,0.0785,-7.302,114.019
0.44,1,0.000563,0.417,0.73,3.31e-06,-6.774,81.179
0.503,1,0.36,0.784,0.649,0.000684,-6.905,140.203
0.302,1,0.0674,0.289,0.942,0.917,-3.207,137.281
0.709,1,0.00342,0.313,0.893,0.0,-3.891,127.11
0.17,1,0.000588,0.803,0.769,0.9,-7.025,122.992
0.961,1,0.0421,0.895,0.517,9.72e-06,-9.972,141.536
0.593,1,0.0326,0.598,0.885,0.00265,-3.992,87.914
0.61,1,0.123,0.749,0.855,0.164,-10.105,128.339
0.26,1,0.0625,0.758,0.629,0.000144,-8.283,112.575
0.596,1,0.602,0.746,0.484,0.00824,-9.614,97.923
0.313,1,0.00234,0.191,0.979,0.283,-3.402,179.236
0.369,1,0.0389,0.856,0.719,9.03e-06,-6.519,146.032
0.621,1,0.605,0.583,0.515,0.000691,-9.283,115.732
0.72,1,0.00042,0.22,0.94,0.000541,-2.397,83.072
0.956,1,0.464,0.535,0.91,9.32e-05,-4.827,111.027
0.466,1,0.619,0.722,0.28,0.0786,-13.483,66.711
0.57,1,0.0758,0.747,0.894,0.897,-5.226,90.493
0.573,1,0.565,0.63,0.374,0.00146,-11.305,166.999
0.484,1,0.615,0.508,0.247,0.0352,-15.432,200.749
0.411,1,0.207,0.54,0.21,0.0765,-18.687,103.081
0.0373,1,0.114,0.665,0.513,0.303,-7.314,100.344
0.094,1,0.00884,0.51,0.603,0.286,-6.949,139.876
0.0373,1,0.114,0.665,0.513,0.303,-7.314,100.344
0.188,1,0.000321,0.647,0.793,0.833,-7.416,130.007
0.478,1,0.612,0.649,0.406,0.0,-10.43,110.091
0.836,1,0.172,0.683,0.805,0.000231,-5.24,123.658
0.0638,1,0.99,0.148,0.031,0.595,-25.756,141.84
0.647,1,0.227,0.873,0.504,0.0,-5.39,145.995
0.807,1,0.00497,0.376,0.801,0.149,-10.662,152.826
0.428,1,0.0113,0.523,0.863,0.204,-4.975,124.046
0.523,1,0.0226,0.586,0.892,0.00827,-4.937,132.048
0.94,1,0.666,0.827,0.503,0.443,-11.007,119.35
0.869,1,0.11,0.589,0.616,0.204,-9.475,96.616
0.292,1,0.391,0.702,0.495,0.8,-11.645,78.507
0.358,1,0.0975,0.582,0.875,0.912,-6.912,113.036
0.422,1,0.0169,0.374,0.853,2.72e-05,-3.571,200.035
0.667,1,0.0339,0.422,0.851,0.0,-4.031,93.649
0.243,1,0.127,0.474,0.837,0.0197,-6.503,165.844
0.925,1,0.13,0.61,0.672,0.00283,-7.436,129.986
0.54,1,0.597,0.571,0.836,0.0108,-6.906,93.641
0.68,1,0.0672,0.802,0.872,0.0197,-6.346,117.005
0.16,1,0.218,0.793,0.607,4.95e-06,-6.488,140.992
0.671,1,0.0319,0.846,0.472,0.0398,-9.13,124.984
0.901,1,0.269,0.575,0.641,0.0121,-8.105,91.714
0.507,1,0.000997,0.787,0.916,0.811,-8.542,116.007
0.284,1,0.304,0.614,0.575,0.0116,-5.819,150.009
0.304,1,0.103,0.835,0.481,0.81,-9.606,121.993
0.971,1,0.201,0.696,0.852,0.00125,-4.281,128.28
0.767,1,0.611,0.597,0.71,0.0,-9.798,150.13
0.0944,1,0.0185,0.609,0.664,0.0195,-9.116,105.976
0.813,1,0.737,0.571,0.839,0.0281,-5.799,127.356
0.704,1,0.229,0.494,0.666,5.69e-05,-9.743,140.832
0.594,1,0.236,0.347,0.638,0.0,-10.258,94.506
0.821,1,0.436,0.684,0.486,9.77e-05,-12.521,115.076
0.214,1,0.000641,0.787,0.679,0.912,-12.377,117.501
0.537,1,0.00254,0.696,0.643,0.834,-10.124,117.514
0.715,1,0.0043,0.894,0.676,0.348,-9.707,121.0
0.817,1,0.00524,0.81,0.547,0.854,-12.295,120.752
0.855,1,0.0263,0.739,0.878,0.407,-5.464,126.705
0.827,1,0.000173,0.641,0.954,0.425,-6.765,122.79
0.744,1,0.136,0.829,0.65,2.15e-05,-9.691,108.398
0.482,1,0.00479,0.777,0.671,0.0244,-7.803,123.974
0.598,1,0.271,0.567,0.851,0.0,-5.897,80.935
0.217,1,0.934,0.44,0.433,0.811,-17.453,79.952
0.776,1,0.813,0.745,0.544,0.0,-9.137,125.345
0.802,1,0.00113,0.616,0.943,1.67e-06,-5.305,129.963
0.375,1,0.557,0.462,0.714,0.000881,-8.772,144.952
0.0549,1,0.916,0.334,0.265,0.837,-17.219,113.12
0.861,1,0.00325,0.686,0.61,0.000123,-7.952,143.598
0.96,1,0.517,0.691,0.714,0.0164,-9.694,91.045
