acousticness,danceability,duration_min,energy,instrumentalness,liveness,loudness,mode,tempo,valence,target,song_title,artist
0.000869,0.754,4.931,0.877,0.0,0.0576,-3.486,1,132.033,0.557,1,I Don't Like,Chief Keef
0.148,0.327,4.588,0.654,0.00442,0.0939,-6.258,0,102.532,0.262,1,Sleeping Ute,Grizzly Bear
0.0173,0.646,3.286,0.778,0.0,0.0702,-7.44,0,127.813,0.173,1,Hands On the Wheel (feat. a$Ap Rocky),ScHoolboy Q
0.00991,0.486,4.212,0.526,0.158,0.0976,-9.041,1,75.461,0.726,1,The Kids Were Wrong,Memoryhouse
0.473,0.551,4.723,0.504,0.664,0.0818,-11.166,1,115.998,0.137,1,Walk With Me,Memoryhouse
0.0246,0.586,6.236,0.806,0.000167,0.353,-9.542,1,110.325,0.207,1,Her Fantasy,Matthew Dear
0.00909,0.694,5.62,0.716,0.000814,0.0772,-7.468,1,121.427,0.896,1,Der Kommissar,After The Fire
0.122,0.817,3.683,0.528,0.0,0.284,-6.551,1,100.997,0.161,1,Slow Down,Clyde Carson
0.0764,0.611,4.255,0.677,0.0698,0.241,-6.745,0,166.04,0.233,1,Genesis,Grimes
0.419,0.727,3.989,0.657,0.0,0.0624,-5.307,1,82.553,0.794,1,About to Die,Dirty Projectors
0.229,0.485,5.515,0.793,0.784,0.406,-8.693,1,131.951,0.295,1,Best Night,The War On Drugs
0.0413,0.52,4.483,0.872,0.725,0.161,-8.104,1,111.958,0.524,1,Brothers,The War On Drugs
0.000105,0.399,5.082,0.761,0.0456,0.0757,-6.318,1,140.084,0.244,1,We Own The Sky,M83
0.52,0.582,3.543,0.903,0.779,0.243,-4.505,1,119.457,0.902,1,Chicken Half,Sugarman Three
0.0833,0.852,3.959,0.523,0.0,0.106,-6.716,0,130.154,0.648,1,Two Of Hearts,Stacey Q
0.0156,0.623,4.827,0.806,0.0769,0.201,-8.533,1,130.049,0.847,1,The Perfect Kiss,New Order
0.145,0.844,4.423,0.688,0.00351,0.104,-8.594,0,96.671,0.747,1,Can I Kick It?,A Tribe Called Quest
0.0275,0.684,3.256,0.603,0.000311,0.191,-8.127,0,81.0,0.508,1,Sure Thing,Miguel
0.000103,0.498,5.382,0.553,0.528,0.273,-6.193,1,111.015,0.228,1,Kim & Jessie,M83
0.0329,0.162,4.117,0.254,0.122,0.0631,-11.251,1,108.943,0.0778,1,Outro,M83
0.0842,0.671,4.536,0.784,0.0121,0.231,-5.514,0,122.995,0.545,1,We Are the People,Empire of the Sun
0.597,0.792,3.99,0.387,0.000106,0.0757,-8.192,0,136.996,0.677,1,Look At Where We Are,Hot Chip
0.0801,0.417,3.564,0.944,0.00141,0.0862,-5.192,1,109.721,0.376,1,Don't Owe You a Thang,Gary Clark Jr.
0.0726,0.739,6.448,0.526,0.0,0.215,-7.384,0,143.948,0.374,1,Money Trees,Kendrick Lamar
0.203,0.791,4.77,0.916,0.0,0.0924,-2.009,1,103.709,0.62,1,Hood Pass Intact feat. MC Eiht,Dâm-Funk
0.00341,0.491,2.136,0.935,0.348,0.121,-4.22,1,157.993,0.964,1,Got No Money,FIDLAR
0.0581,0.748,5.11,0.586,0.0,0.156,-2.554,1,140.067,0.162,1,Birthday Song,2 Chainz
7.79e-05,0.351,2.355,0.931,0.129,0.226,-5.746,0,126.394,0.604,1,Oh,FIDLAR
0.001,0.48,2.326,0.964,0.000273,0.131,-3.681,1,98.496,0.579,1,No Waves,FIDLAR
0.00814,0.401,1.554,0.972,0.878,0.382,-2.236,1,152.839,0.405,1,No Ass,FIDLAR
0.00023,0.228,3.043,0.886,0.848,0.307,-3.87,0,165.201,0.499,1,Black Out Stout,FIDLAR
0.0214,0.465,4.931,0.633,0.79,0.105,-9.493,0,130.074,0.0451,1,Plague,Crystal Castles
0.11,0.438,3.2,0.539,0.0,0.143,-9.578,1,166.649,0.0759,1,Kerosene,Crystal Castles
0.0036,0.396,3.11,0.601,0.531,0.116,-9.347,1,129.996,0.351,1,Wrath Of God,Crystal Castles
0.000183,0.596,2.98,0.628,0.00767,0.187,-7.582,0,139.965,0.52,1,Pale Flesh,Crystal Castles
0.000964,0.276,2.36,0.766,0.858,0.15,-6.012,0,158.188,0.547,1,Past Lives,DIIV
0.104,0.241,3.243,0.588,0.00042,0.087,-6.914,1,171.882,0.506,1,Pictures Of Matchstick Men,Status Quo
0.000341,0.821,6.619,0.902,0.909,0.0898,-7.203,1,112.98,0.269,1,Get Up,Craig Bratley
0.854,0.354,7.936,0.228,0.8,0.113,-10.304,1,82.758,0.0745,1,Cloud Atlas End Title,Tom Tykwer
0.0372,0.638,3.503,0.897,0.00748,0.0691,-5.78,0,133.948,0.915,1,Keep You,Wild Belle
0.0101,0.651,4.123,0.642,0.000186,0.0902,-4.276,1,88.237,0.711,1,Anything New,Bibio
0.0543,0.625,3.219,0.576,4.07e-05,0.187,-5.693,0,179.063,0.223,1,Adorn,Miguel
0.169,0.759,5.769,0.772,0.0687,0.0668,-8.052,1,89.245,0.752,1,Louie Louie,Toots & The Maytals
0.0175,0.726,3.173,0.664,0.0,0.195,-6.275,1,75.571,0.494,1,Under Mi Sensi,Barrington Levy
0.8,0.611,7.472,0.9,0.872,0.19,-10.026,1,129.729,0.322,1,Loner,Burial
0.0845,0.865,3.888,0.549,0.158,0.081,-10.083,1,142.8,0.619,1,Murderer,Barrington Levy
0.00135,0.794,6.253,0.481,0.883,0.0833,-11.97,1,114.003,0.314,1,Space Cakes - Original,Tanner Ross
0.0193,0.614,5.393,0.677,0.518,0.108,-8.317,0,126.477,0.726,1,"There, There",Radiohead
0.0113,0.535,4.307,0.857,0.00751,0.472,-5.2,0,91.053,0.431,1,Nightcall,Kavinsky
0.453,0.815,3.838,0.672,0.0,0.112,-5.675,1,151.362,0.813,1,Jacket & Tie,Toyan
0.00104,0.595,4.12,0.794,0.00733,0.0693,-5.186,1,131.619,0.685,1,Doom And Gloom - Jeff Bhasker Mix,The Rolling Stones
4.06e-05,0.683,3.843,0.698,0.000113,0.058,-6.255,1,125.999,0.962,1,All Of Me,Tanlines
0.0829,0.722,3.2,0.619,0.0,0.0533,-8.324,0,140.031,0.606,1,Females Welcomed (feat. Reija Lee),Trinidad James
0.0985,0.647,4.623,0.841,0.0,0.897,-2.507,1,139.963,0.886,1,Blueberry (Pills & Cocaine) (feat. Danny Brown),Darq E Freaker
0.000455,0.428,2.437,0.972,0.000854,0.313,-4.329,0,133.064,0.48,1,Max Can't Surf,FIDLAR
9.19e-06,0.325,1.826,0.918,0.000288,0.276,-4.823,1,95.537,0.184,1,Wait for the Man,FIDLAR
0.074,0.912,6.679,0.781,0.762,0.348,-7.018,0,119.978,0.891,1,Inspector Norse,Todd Terje
0.0324,0.771,4.11,0.416,0.0,0.111,-8.188,0,131.952,0.218,1,Love Sosa,Chief Keef
0.00069,0.759,6.644,0.764,0.719,0.116,-7.416,0,117.996,0.315,1,This Time Around,Softwar
0.135,0.691,4.404,0.737,0.0291,0.127,-5.758,0,108.049,0.675,1,See Blind Through,Canyons
0.139,0.701,4.352,0.822,0.0526,0.0726,-6.13,1,129.03,0.739,1,Vowels = space and time,Grimes
0.263,0.736,4.34,0.58,0.663,0.101,-9.643,0,140.04,0.144,1,Be A Body,Grimes
0.131,0.564,2.86,0.912,8.05e-06,0.369,-4.718,0,92.054,0.582,1,Unchained (The Payback / Untouchable),James Brown
0.164,0.824,3.03,0.513,0.0,0.0487,-9.591,1,99.938,0.568,1,Stomp - Dirty,5kinAndBone5
0.0451,0.406,2.534,0.74,0.722,0.637,-7.232,1,92.333,0.822,1,Borrowed Time,Parquet Courts
0.116,0.762,3.405,0.883,0.0,0.3,-4.397,1,140.974,0.781,1,Young N*****,Gucci Mane
0.078,0.54,3.131,0.77,0.0,0.0846,-7.748,1,99.882,0.62,1,All Gold Everything,Trinidad James
0.109,0.834,6.492,0.481,0.822,0.111,-9.511,1,121.999,0.306,1,What I Might Do - Club Mix,Ben Pearce
0.00855,0.714,2.589,0.905,2.55e-05,0.146,-2.663,1,125.927,0.824,1,I Love It (feat. Charli XCX) - Original Version,Icona Pop
0.0015,0.36,2.703,0.774,0.807,0.0996,-8.758,1,80.205,0.664,1,Kenosha,Swearin'
0.018,0.609,3.496,0.798,8.68e-06,0.434,-4.448,0,130.034,0.405,1,Fineshrine,Purity Ring
0.0047,0.777,5.153,0.688,0.69,0.096,-8.692,0,126.019,0.18,1,Flow,Disclosure
0.135,0.749,4.455,0.647,0.0,0.142,-6.878,1,146.024,0.196,1,C'Est La Vie,Booba
0.0202,0.67,4.348,0.544,0.00792,0.14,-9.643,0,140.037,0.331,1,Caramel,Booba
0.00627,0.684,3.815,0.637,0.0,0.297,-6.378,1,140.063,0.245,1,O.G,Booba
0.151,0.633,5.36,0.85,0.0,0.0556,-5.915,0,97.933,0.761,1,HLM 3,Lunatic
0.049,0.594,7.62,0.77,0.9,0.103,-7.082,1,125.987,0.14,1,The Mighty Ming - Original Club Mix,Funkagenda
0.0119,0.473,3.278,0.794,0.00218,0.418,-5.151,1,139.313,0.293,1,Harlem Shake,Baauer
0.00207,0.931,4.264,0.606,0.461,0.092,-8.366,1,94.018,0.865,1,Purp Walk,Lunice
0.432,0.744,3.877,0.685,0.0,0.319,-8.332,1,87.675,0.56,1,Do You Like It? (Feat. Kool A.D),Chaz Van Queen
0.0452,0.752,2.501,0.783,0.0,0.194,-7.507,1,159.912,0.611,1,Gucci On The Rise,Gucci Mane
0.00469,0.821,4.67,0.469,0.0,0.141,-7.152,1,132.002,0.321,1,Hate Bein' Sober,Chief Keef
0.00271,0.908,3.955,0.513,0.0,0.141,-5.318,1,130.047,0.256,1,Traffic,Lil Reese
0.0401,0.636,4.452,0.702,0.0,0.105,-5.437,1,125.998,0.471,1,Hold Me Back,Rick Ross
0.239,0.839,10.604,0.583,0.0,0.262,-5.941,1,87.99,0.557,1,Oldie,Odd Future
0.0425,0.79,2.886,0.531,0.0,0.266,-6.968,1,86.306,0.498,1,Started From the Bottom,Drake
0.0596,0.787,2.031,0.81,0.125,0.625,-7.822,1,77.505,0.606,1,Dum Dum,Baauer
0.000451,0.603,5.7,0.978,0.493,0.404,-1.367,0,150.072,0.496,1,Higher - Extended,Just Blaze and Baauer
0.00402,0.937,3.766,0.67,0.0,0.108,-6.149,1,136.029,0.592,1,"Gone, Gone",Juicy J
0.0912,0.748,4.598,0.703,0.0036,0.0635,-11.869,1,110.615,0.618,1,Rock Creek Park,The Blackbyrds
0.00741,0.727,4.176,0.235,0.0159,0.0769,-20.263,1,127.16,0.59,1,Leaving Babylon,Bad Brains
0.000117,0.857,3.706,0.948,0.816,0.317,-6.901,0,140.002,0.669,1,Trap Shit V7,UZ
0.0295,0.793,7.213,0.978,0.0331,0.0764,-9.229,0,124.922,0.711,1,Good Life - Original 12'' Mix,Inner City
0.0492,0.738,7.693,0.808,0.734,0.036,-9.772,0,120.248,0.816,1,Big Fun - Original 12'' Mix,Inner City
0.00905,0.864,3.718,0.86,0.0,0.183,-1.92,1,140.029,0.883,1,Piss Test (feat. Juicy J & Dany Brown),A-Trak
0.0234,0.688,3.66,0.457,0.0,0.127,-9.86,1,109.278,0.645,1,Can't Seem To Make You Mine,Sky Saxon & The Seeds
0.423,0.786,4.453,0.525,0.461,0.0876,-8.271,0,128.014,0.43,1,Borderline,Classixx
0.00201,0.734,6.581,0.686,0.11,0.0408,-9.781,0,128.021,0.543,1,Elevate - Q45 Remix,Toni Toni Lee
0.0196,0.765,4.114,0.891,0.0145,0.0293,-6.43,0,126.99,0.564,1,With You (feat. Alexis Taylor),Carte Blanche (feat. Alexis Taylor)
0.00263,0.725,3.977,0.798,2.14e-06,0.0791,-6.75,0,124.045,0.72,1,Can't Shake This Feeling,Grum
0.014,0.962,2.613,0.592,0.642,0.134,-11.716,0,130.684,0.361,1,Check Me Out Like,Blaqstarr
0.00167,0.845,4.878,0.455,5.97e-05,0.0414,-5.209,1,119.987,0.832,1,Second Summer,YACHT
0.000321,0.5,4.36,0.95,0.0293,0.382,-4.333,1,120.038,0.298,1,Demon To Lean On,Wavves
0.0537,0.648,5.379,0.547,0.0439,0.0826,-6.547,1,141.378,0.851,1,Walk In The Park,Beach House
0.00576,0.77,5.79,0.69,0.0107,0.0684,-4.903,0,118.989,0.721,1,Reckless (With Your Love),Azari & III
3.13e-05,0.61,7.006,0.907,0.698,0.23,-5.857,0,112.007,0.397,1,Reckless (With Your Love) - Tensnake Remix,Azari & III
0.00318,0.663,2.448,0.877,0.00217,0.124,-3.37,0,135.989,0.396,1,Never Be Your Woman (Shy FX Radio Edit) [feat. Emeli Sandé],Wiley
0.000548,0.831,2.584,0.373,0.000362,0.1,-6.896,1,96.115,0.356,1,(Bonus) Break Her Down,Iamsu!
0.0482,0.653,2.362,0.817,0.0,0.157,-5.077,1,135.345,0.493,1,Molly Ringwald,Danny Brown
8.34e-05,0.72,4.252,0.748,0.0,0.11,-7.607,1,182.064,0.555,1,8 Feet Tall,Problem
0.769,0.808,1.973,0.593,2.07e-06,0.111,-9.395,1,89.876,0.88,1,36 Chamber Flow,Flatbush Zombies
0.0302,0.798,3.61,0.481,0.0,0.128,-10.488,1,127.136,0.64,1,Trill Hoe,Western Tink
0.00706,0.586,4.096,0.915,0.236,0.192,-6.264,1,117.99,0.747,1,Saturday Love,Toro y Moi
0.15,0.695,4.001,0.615,0.000212,0.0879,-5.325,0,124.015,0.425,1,Sweater Weather,The Neighbourhood
0.00749,0.587,4.172,0.784,0.0126,0.264,-4.878,1,139.99,0.13,1,Oh My - Club Mix,The Partysquad
0.0765,0.675,3.426,0.862,0.000609,0.364,-5.309,0,124.982,0.819,1,Saltkin,Purity Ring
0.116,0.671,3.994,0.73,0.000356,0.201,-6.773,1,112.011,0.302,1,Lofticries,Purity Ring
0.00221,0.632,2.61,0.793,0.0,0.171,-4.171,0,189.992,0.393,1,Get It In,Iamsu!
0.0106,0.774,3.789,0.92,0.433,0.146,-4.213,1,128.97,0.223,1,My Bad - Club Mix,The Partysquad
0.0415,0.941,3.451,0.685,0.0,0.08,-5.24,1,97.524,0.695,1,I'm Different,2 Chainz
0.0426,0.794,4.14,0.811,1.07e-06,0.101,-8.966,0,116.047,0.865,1,Get Lucky - Radio Edit,Daft Punk
0.0436,0.805,3.21,0.634,0.0,0.0579,-7.759,1,143.944,0.76,1,Had A Dream,EMP DASME
0.00584,0.394,3.761,0.669,0.0,0.334,-4.461,1,169.929,0.195,1,Recover,CHVRCHES
0.0347,0.635,3.746,0.459,0.000184,0.077,-7.59,1,114.865,0.345,1,Now Is Not the Time,CHVRCHES
0.00116,0.669,3.517,0.765,0.0,0.312,-7.885,1,131.946,0.163,1,MDA,Problem
0.0637,0.742,5.081,0.912,0.0,0.599,-1.188,0,137.975,0.562,1,Pop That,French Montana
0.244,0.624,3.433,0.752,0.0,0.131,-5.43,1,134.021,0.862,1,Young & Gettin' It - feat. Kirko Bangz,Meek Mill
0.45,0.622,3.641,0.628,0.0,0.251,-9.964,0,144.812,0.304,1,Best Wishes,Iamsu!
0.121,0.719,3.6,0.66,0.0,0.127,-8.22,1,119.996,0.357,1,Kids,Iamsu!
0.000478,0.525,3.334,0.8,0.429,0.319,-11.484,1,80.032,0.52,1,Levitate,Paper Diamond
0.14,0.525,4.853,0.538,0.117,0.095,-9.366,0,175.953,0.791,1,Get Free (feat. Amber of Dirty Projectors),Major Lazer
0.000373,0.472,4.107,0.855,0.93,0.887,-6.937,1,154.908,0.166,1,Balance,Future Islands
0.00417,0.9,4.369,0.929,2.04e-05,0.524,-0.718,1,129.991,0.566,1,The Lion - Original Mix,The Partysquad
0.000839,0.802,5.581,0.586,0.0212,0.0587,-6.245,1,128.011,0.407,1,For Your Love - Club Edit,The Partysquad
0.000423,0.723,5.974,0.669,0.936,0.0751,-5.026,0,126.013,0.156,1,For Your Love - Olav Basoski Remix,The Partysquad
0.284,0.797,4.22,0.508,0.00859,0.356,-8.154,0,118.032,0.958,1,Slippin’,Quadron
0.00255,0.869,3.735,0.426,0.534,0.113,-8.187,1,127.059,0.457,1,Take You On,Peaches
0.0302,0.756,4.282,0.595,1.98e-06,0.146,-6.924,1,130.031,0.0681,1,One of Those Nights,Juicy J
0.0267,0.821,10.545,0.793,1.37e-05,0.0751,-9.003,0,116.009,0.91,1,Get Lucky - Daft Punk Remix,Daft Punk
0.000891,0.806,4.965,0.772,0.864,0.101,-14.369,1,125.325,0.436,1,No Way Back,Adonis
0.152,0.702,7.002,0.504,5.11e-06,0.22,-16.794,1,121.374,0.794,1,Ride The Rhythm,On The House featuring Marshall Jefferson
0.0956,0.646,4.713,0.929,1.12e-06,0.159,-1.501,1,128.995,0.229,1,Move Your Body - Extended Mix,Benny Benassi
0.000736,0.491,4.698,0.883,3.19e-05,0.369,-4.986,0,131.75,0.516,1,Rockin' In The Free World,Neil Young
0.028,0.291,3.216,0.901,0.627,0.116,-2.327,0,150.052,0.511,1,Feels Like We Only Go Backwards,Tame Impala
0.274,0.683,4.436,0.776,0.0748,0.0885,-7.029,1,126.18,0.667,1,Half Full Glass of Wine,Tame Impala
0.00845,0.799,3.464,0.605,0.0143,0.485,-10.011,1,194.055,0.378,1,"Bubble Butt [Radio Mix] [feat. Bruno Mars, 2 Chainz, Tyga & Mystic]",Major Lazer
0.00968,0.836,3.844,0.817,0.0,0.114,-5.672,1,112.007,0.658,1,Wop (Official Version),J. Dash
0.0613,0.931,3.37,0.415,0.0,0.059,-8.491,1,97.995,0.614,1,Don’t Drop That Thun Thun,Finatticz
0.00579,0.683,4.738,0.989,0.00108,0.0964,-2.092,0,91.558,0.78,1,Give It Away,Red Hot Chili Peppers
0.0472,0.379,9.512,0.782,0.748,0.265,-8.163,1,101.698,0.529,1,Wakin on a Pretty Day,Kurt Vile
0.000289,0.771,3.786,0.949,0.602,0.595,-4.712,1,111.959,0.372,1,Hulk (Dillon Francis Remix),Clockwork
0.000183,0.695,4.929,0.792,0.439,0.0638,-4.595,0,112.008,0.424,1,Dill the Noise,Dillon Francis and Kill The Noise
0.000258,0.375,3.549,0.804,0.694,0.322,-5.673,0,154.066,0.394,1,Dead Sound,The Raveonettes
0.00533,0.421,2.738,0.8,0.332,0.381,-5.85,1,189.935,0.0951,1,Rvtchet Bitch,Brillz & Teddy Tuxedo
0.0216,0.886,3.632,0.474,0.0,0.088,-8.045,0,150.068,0.823,1,Swing,Savage
0.0597,0.65,4.034,0.985,0.325,0.36,-3.406,0,153.009,0.667,1,You & Me - Baauer Remix,Disclosure
0.0155,0.76,4.761,0.944,0.85,0.363,-3.793,0,123.985,0.294,1,Next Order,Dog Blood
0.0645,0.824,3.002,0.883,0.0707,0.409,-2.715,1,127.989,0.846,1,It's You,Duck Sauce
0.0553,0.482,5.835,0.72,2.07e-06,0.461,-6.812,1,90.999,0.222,1,m.A.A.d city,Kendrick Lamar
0.00778,0.786,4.385,0.604,0.0,0.102,-8.372,1,140.054,0.502,1,Bounce It,Juicy J
0.00842,0.853,2.321,0.578,0.0,0.095,-4.897,0,98.027,0.566,1,Pu$$y Magnet (feat. Keayshawn),Roach Gigz
0.315,0.794,3.938,0.82,0.0,0.531,-5.214,1,140.042,0.821,1,Fashion Killa,A$AP Rocky
0.114,0.725,4.189,0.661,0.0,0.291,-3.903,1,127.82,0.432,1,I Wanna Be With You,DJ Khaled
0.025,0.854,3.454,0.46,0.0,0.128,-9.71,0,97.512,0.492,1,Gas Pedal (feat. IamSu),Sage The Gemini
0.436,0.862,3.309,0.364,0.0,0.0688,-9.727,0,97.51,0.766,1,Red Nose,Sage The Gemini
0.461,0.432,4.381,0.703,0.0,0.779,-3.845,0,187.302,0.675,1,"U.O.E.N.O. Remix (feat. Future, Wiz Khalifa)",Rocko
0.0235,0.847,4.102,0.713,0.0,0.331,-3.89,0,132.063,0.338,1,VERSACE,Flap Jack
0.444,0.654,2.757,0.794,0.0,0.127,-4.307,1,96.973,0.464,1,Strictly 4 My Jeeps,Action Bronson
0.000134,0.701,6.492,0.914,0.000137,0.169,-4.463,1,123.966,0.372,1,The Giver - Original Mix,Duke Dumont
0.00264,0.844,5.172,0.728,0.865,0.0544,-6.805,0,124.297,0.635,1,Lean & Bounce,Duke Dumont
0.155,0.582,5.185,0.884,0.0,0.0725,-5.635,0,150.195,0.67,1,Swishas and Dosha - Main Version - Clean,UGK
0.0352,0.697,2.879,0.682,0.0,0.664,-9.022,1,155.742,0.672,1,Players Anthem,UGK
0.003,0.766,3.784,0.453,3.49e-05,0.0923,-6.651,0,100.002,0.346,1,"Hold On, We're Going Home",Drake
0.426,0.872,3.139,0.541,0.000789,0.132,-5.911,1,95.971,0.653,1,Living,2 Chainz
0.0152,0.621,5.586,0.813,0.0,0.691,-3.59,0,141.91,0.524,1,Taylor Gang - Bonus Track,Wiz Khalifa
0.311,0.675,3.429,0.617,0.0,0.19,-7.74,1,140.124,0.508,1,I'm A Martian,Brian Pumper
0.104,0.689,3.831,0.879,0.0376,0.49,-4.03,0,170.036,0.544,1,The Drop,Bro Safari
0.011,0.63,2.681,0.664,0.082,0.105,-7.245,1,179.955,0.231,1,Drippin,MiM0SA
0.00246,0.514,4.94,0.75,0.0285,0.139,-7.847,1,86.018,0.551,1,Heaven,TR/ST
0.0557,0.599,3.703,0.677,0.00018,0.434,-6.328,1,126.012,0.108,1,I Need You,Glass Figure
0.0281,0.64,3.285,0.888,8.01e-05,0.0584,-5.251,0,87.93,0.664,1,From Nowhere,Dan Croll
0.475,0.599,3.808,0.533,0.00153,0.235,-14.032,0,122.262,0.609,1,I Follow Rivers,Lykke Li
0.356,0.667,3.917,0.901,0.00393,0.0774,-3.719,0,140.026,0.824,1,L'Amour Parfait,Yelle
0.109,0.742,3.578,0.77,0.0239,0.104,-6.339,0,96.988,0.687,1,Northern Lights,Kate Boy
0.0938,0.874,4.69,0.704,0.0,0.409,-6.27,1,119.954,0.444,1,Shabba,A$AP Ferg
0.152,0.726,2.975,0.834,0.683,0.0845,-5.564,1,130.04,0.574,1,Work,A$AP Ferg
0.0247,0.834,4.766,0.732,0.0,0.112,-5.121,1,130.011,0.308,1,Work REMIX,A$AP Ferg
0.00469,0.712,4.205,0.865,0.0412,0.121,-6.411,1,113.015,0.831,1,The Way We Are,Kate Boy
0.422,0.422,4.338,0.641,0.0,0.317,-4.947,0,187.027,0.668,1,"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko
0.268,0.651,3.04,0.773,0.0,0.172,-6.855,0,129.882,0.418,1,Now You Do,A-1
0.00142,0.728,4.9,0.77,0.229,0.603,-4.945,0,108.991,0.668,1,Holding On - Jerome LOL Remix,Classixx
0.0296,0.907,14.166,0.643,0.0265,0.105,-8.657,0,124.909,0.363,1,Music Is the Answer - Original Extended 12-Inch Mix,Celeda
0.00255,0.855,3.888,0.898,2.95e-05,0.0563,-3.863,1,135.965,0.525,1,Test Me - UZ Remix,Flosstradamus & DJ Sliink
0.000901,0.769,3.588,0.792,0.0,0.385,-4.086,1,136.021,0.323,1,Test Me,Flosstradamus & DJ Sliink
0.00525,0.7,5.124,0.675,0.0,0.657,-6.362,1,124.882,0.227,1,No New Friends - SFTB Remix,DJ Khaled
0.0215,0.825,3.333,0.489,0.0,0.111,-9.32,1,96.99,0.424,1,R.I.P.,Jeezy
0.015,0.607,3.608,0.913,0.118,0.164,-6.822,1,124.677,0.517,1,Baby Blue,Badfinger
0.0193,0.751,3.53,0.882,0.0,0.15,-5.605,1,140.103,0.657,1,Dip,Danny Brown
0.32,0.723,3.515,0.848,0.0,0.144,-7.11,1,116.021,0.261,1,25 Bucks [feat. Purity Ring],Danny Brown
0.00152,0.626,4.99,0.888,0.0551,0.243,-4.981,0,126.976,0.728,1,Fascism,Sam Sparro
0.00723,0.743,4.328,0.633,0.0,0.246,-8.224,1,85.041,0.398,1,Marc Jacobs,Riff Raff
0.224,0.752,7.288,0.767,0.931,0.0833,-8.022,0,117.973,0.564,1,One Of Us - Original Mix,Iron Galaxy & Sexlife
0.000768,0.66,3.577,0.763,0.0389,0.0637,-6.832,0,137.932,0.661,1,Can We Go Up?,Paper Diamond
0.00144,0.211,2.707,0.963,0.000732,0.162,-4.061,1,128.113,0.395,1,This Lonely Morning,Best Coast
0.0252,0.528,4.849,0.514,0.0894,0.0725,-11.909,1,122.872,0.428,1,Time Has Come Today,The Chambers Brothers
4.91e-05,0.442,3.45,0.797,0.293,0.0749,-7.352,1,135.018,0.274,1,Sad Eyes,Crystal Castles
0.0468,0.876,2.841,0.716,0.000482,0.0667,-6.884,1,131.942,0.758,1,Wearing My Rolex - Radio Edit,Wiley
0.00174,0.67,2.902,0.848,0.00168,0.385,-5.103,0,124.029,0.46,1,Need U (100%) [feat. A*M*E] [Radio Edit],Duke Dumont
0.268,0.237,5.195,0.89,0.843,0.122,-7.445,1,169.792,0.308,1,Stoned and Starving,Parquet Courts
0.0438,0.59,7.566,0.721,0.0155,0.352,-8.32,0,111.524,0.663,1,Reflektor,Arcade Fire
0.000334,0.907,3.06,0.616,0.425,0.11,-7.073,0,124.036,0.614,1,Jack,Breach
0.0175,0.764,3.315,0.547,0.000161,0.23,-8.6,1,89.993,0.404,1,Tennis Court,Lorde
0.0426,0.667,4.668,0.465,0.00649,0.465,-8.096,1,123.883,0.338,1,Primetime (feat. Miguel),Janelle Monáe
0.00349,0.772,3.798,0.407,2.4e-05,0.0705,-7.442,0,100.006,0.287,1,"Hold On, We're Going Home",Drake
0.717,0.345,3.966,0.313,0.000822,0.1,-10.098,1,207.969,0.166,1,Hannah Hunt,Vampire Weekend
0.0151,0.502,4.261,0.732,0.000119,0.0897,-5.45,1,122.025,0.529,1,Latch,Disclosure
0.03,0.35,5.228,0.844,0.0,0.177,-4.161,0,114.64,0.107,1,Play by Play,Autre Ne Veut
0.344,0.69,3.951,0.737,0.0,0.243,-4.123,1,115.02,0.821,1,I Blame Myself,Sky Ferreira
0.278,0.716,3.43,0.568,1.98e-06,0.385,-8.904,1,136.894,0.915,1,Sunday,Earl Sweatshirt
0.591,0.624,4.194,0.724,7.79e-06,0.101,-7.113,1,78.008,0.62,1,Step,Vampire Weekend
0.189,0.74,4.356,0.798,0.00128,0.305,-6.55,1,119.964,0.574,1,You're Not Good Enough,Blood Orange
0.0543,0.81,8.795,0.949,0.957,0.155,-8.732,1,121.971,0.778,1,Strandbar (disko),Todd Terje
0.886,0.574,3.618,0.324,0.0817,0.28,-10.993,1,91.007,0.226,1,Open,Rhye
0.076,0.741,4.296,0.894,4.89e-05,0.0835,-5.648,1,111.969,0.31,1,Falling,HAIM
0.00963,0.667,4.628,0.848,0.000213,0.317,-6.164,0,119.975,0.895,1,White Noise,Disclosure
0.0715,0.869,4.598,0.712,0.0,0.272,-6.136,1,120.0,0.458,1,Shabba,A$AP Ferg
0.0246,0.841,4.728,0.733,0.0,0.174,-5.077,1,130.009,0.291,1,Work REMIX,A$AP Ferg
0.0116,0.816,3.748,0.543,0.0,0.13,-6.923,1,95.04,0.373,1,Dope,Tyga
0.649,0.288,2.86,0.394,0.712,0.145,-14.352,1,151.632,0.0733,1,Here Comes The Night Time II,Arcade Fire
0.0392,0.57,6.754,0.742,0.177,0.0993,-12.475,1,127.193,0.039,1,Warm In The Winter,Glass Candy
0.00626,0.807,7.37,0.634,0.0288,0.0442,-9.035,1,94.242,0.674,1,Don't Let It Get to Your Head,Black Harmony
0.0086,0.656,3.738,0.787,0.0923,0.376,-5.01,1,94.495,0.0933,1,We Fall Down,ASTR
0.0152,0.333,4.406,0.789,0.0,0.0639,-5.784,1,82.66,0.338,1,R U With Me,ASTR
0.064,0.652,3.745,0.744,2.87e-05,0.342,-4.098,0,123.006,0.488,1,Blue Hawaii,ASTR
0.000986,0.771,3.639,0.857,0.0161,0.323,-6.114,0,108.03,0.66,1,Razor,ASTR
